HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.task,Answer.comment,Approve,Reject
2X6OGQSCM6IAM5ZVA3LU50OR9ZPHHK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2AKPW1INMHGY27QKFJ26GFMHDK15ID,A3N3AD8Q3VJUMQ,Approved,Thu Jan 09 03:51:37 GMT 2014,Thu Jan 09 03:55:36 GMT 2014,Thu Jan 09 11:55:36 GMT 2014,2014/01/09 11:57:47 +0000,,,239,100% (1/1),100% (1/1),100% (1/1),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=5,Recorded*216:409*410:466|,,
2X6OGQSCM6IAM5ZVA3LU50OR9ZPHHK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2HOGKCCVLL3CM6A39JGQ9C9POPY6WN,A111JI6APXR6QV,Approved,Thu Jan 09 00:36:38 GMT 2014,Thu Jan 09 00:40:45 GMT 2014,Thu Jan 09 08:40:45 GMT 2014,2014/01/09 08:42:46 +0000,,,247,100% (20/20),100% (15/15),100% (15/15),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=5,Recorded*130:215*567:658|Nice and interesting hits. Thanks. Love to work more for you always. Wish you all the best. Happy New Year.,,
2X6OGQSCM6IAM5ZVA3LU50OR9ZPHHK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2N52AC9KSSZV9097WELUPQO0EJIJ1I,A2QKOPBSTYQOLR,Approved,Thu Jan 09 03:15:00 GMT 2014,Thu Jan 09 03:15:46 GMT 2014,Thu Jan 09 11:15:46 GMT 2014,2014/01/09 11:17:45 +0000,,,46,100% (12/12),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=5,Recorded*303:346*430:466|,,
2X6OGQSCM6IAM5ZVA3LU50OR9ZPHHK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2SHDOBDDP8PJ8N1U5HOMG3Q57UZE3H,ADTY9VY7XH5NU,Approved,Thu Jan 09 02:53:04 GMT 2014,Thu Jan 09 02:53:17 GMT 2014,Thu Jan 09 10:53:17 GMT 2014,2014/01/09 10:57:46 +0000,,,13,100% (8/8),100% (8/8),100% (8/8),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=5,Recorded*568:658*303:346|,,
23QJIA0RYNJ9EQQ1E9WBRJTV6DC27M,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,22IV66RLPHITFK2D24BIB2NLOY37F2,A3PDKI5EE5ZC5B,Approved,Thu Jan 09 03:32:00 GMT 2014,Thu Jan 09 03:35:33 GMT 2014,Thu Jan 09 11:35:33 GMT 2014,2014/01/09 11:37:45 +0000,,,213,100% (36/36),100% (9/9),100% (9/9),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=6,Recorded*376:599|,,
23QJIA0RYNJ9EQQ1E9WBRJTV6DC27M,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,254PWZ9RNDWI0Y89Z1E3ITGWZZYSDX,ADTY9VY7XH5NU,Approved,Thu Jan 09 02:59:27 GMT 2014,Thu Jan 09 02:59:30 GMT 2014,Thu Jan 09 10:59:30 GMT 2014,2014/01/09 11:02:46 +0000,,,3,100% (8/8),100% (8/8),100% (8/8),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=6,Recorded*366:497*600:633|,,
23QJIA0RYNJ9EQQ1E9WBRJTV6DC27M,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2AXBMJTUHYW2SWWQJJYSAWM343ONI4,A17G3DVL1KX34X,Approved,Wed Jan 08 21:23:03 GMT 2014,Wed Jan 08 21:23:55 GMT 2014,Thu Jan 09 05:23:55 GMT 2014,2014/01/09 05:27:47 +0000,,,52,100% (2/2),100% (1/1),100% (1/1),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=6,Recorded*63:63*189:189*204:204*366:366*537:537|Need some example to perform the work in a efficient way,,
23QJIA0RYNJ9EQQ1E9WBRJTV6DC27M,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2F0B727M0IGFWKKIY76S0F4XGKUDYW,A2QKOPBSTYQOLR,Approved,Thu Jan 09 03:12:20 GMT 2014,Thu Jan 09 03:13:26 GMT 2014,Thu Jan 09 11:13:26 GMT 2014,2014/01/09 11:17:45 +0000,,,66,100% (12/12),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=6,Recorded*155:246*686:720|,,
23QJIA0RYNJ9EQQ1E9WBRJTV6DC27M,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2VHHIT3HVWAVWLDJFSH2672175RDL5,A2F0NZQ8F9ON8C,Approved,Thu Jan 09 03:25:57 GMT 2014,Thu Jan 09 03:28:05 GMT 2014,Thu Jan 09 11:28:05 GMT 2014,2014/01/09 11:32:45 +0000,,,128,100% (13/13),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=6,Recorded*366:497*498:599|,,
23QJIA0RYNJ9EQQ1E9WBRJTV6DC27M,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2YGGQSCM6IAAEVLZM3L05OQMI5UIIL,A111JI6APXR6QV,Approved,Thu Jan 09 00:31:20 GMT 2014,Thu Jan 09 00:34:20 GMT 2014,Thu Jan 09 08:34:20 GMT 2014,2014/01/09 08:37:46 +0000,,,180,100% (20/20),100% (15/15),100% (15/15),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=6,Recorded*155:248*370:497|Nice and interesting hits. Thanks. Love to work more for you always. Wish you all the best. Happy New Year.,,
2YZRRLFQ0ONN7UOICQF9JGRCWL2RIK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2E1F9SSSHX11VRU9LE85K8J6ML3VZ5,A2F0NZQ8F9ON8C,Approved,Thu Jan 09 03:28:05 GMT 2014,Thu Jan 09 03:30:21 GMT 2014,Thu Jan 09 11:30:21 GMT 2014,2014/01/09 11:32:46 +0000,,,136,100% (13/13),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=7,Recorded*741:977*602:709|,,
2YZRRLFQ0ONN7UOICQF9JGRCWL2RIK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2ERMAZHHRRLF23V4F4IH6KHQ79EDM2,A3FPQGM967TJER,Approved,Thu Jan 09 02:32:00 GMT 2014,Thu Jan 09 02:35:06 GMT 2014,Thu Jan 09 10:35:06 GMT 2014,2014/01/09 10:37:45 +0000,,,186,100% (1/1),100% (1/1),100% (1/1),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=7,Recorded*740:980*440:440*440:600|,,
2YZRRLFQ0ONN7UOICQF9JGRCWL2RIK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2GG33FDEY5CO83SXJ8U8HRFNA1NS1X,A111JI6APXR6QV,Approved,Thu Jan 09 00:47:37 GMT 2014,Thu Jan 09 00:50:03 GMT 2014,Thu Jan 09 08:50:03 GMT 2014,2014/01/09 08:52:45 +0000,,,146,100% (20/20),100% (15/15),100% (15/15),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=7,Recorded*523:601*625:709|Nice and interesting hits. Thanks.,,
2YZRRLFQ0ONN7UOICQF9JGRCWL2RIK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2SY2NJQ2172ZLCXYYKBLHVEDSX8PXL,A1LTZ91HPYLFFT,Approved,Thu Jan 09 04:04:19 GMT 2014,Thu Jan 09 04:07:43 GMT 2014,Thu Jan 09 12:07:43 GMT 2014,2014/01/09 12:07:46 +0000,,,204,100% (7/7),100% (7/7),100% (7/7),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=7,Recorded*625:709*740:977|This study is very easy to work and its really good....,,
2YZRRLFQ0ONN7UOICQF9JGRCWL2RIK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2TS11K274J79WT3NTHE4BUXHA94DFZ,A2QKOPBSTYQOLR,Approved,Thu Jan 09 03:08:25 GMT 2014,Thu Jan 09 03:10:44 GMT 2014,Thu Jan 09 11:10:44 GMT 2014,2014/01/09 11:12:45 +0000,,,139,100% (12/12),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=7,Recorded*741:977*440:463|,,
2YZRRLFQ0ONN7UOICQF9JGRCWL2RIK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:28 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:28 GMT 2014,,,2V0I9NZW6HEZIRLLI5YTD69ISI3XNT,A3PDKI5EE5ZC5B,Approved,Thu Jan 09 03:44:34 GMT 2014,Thu Jan 09 03:46:44 GMT 2014,Thu Jan 09 11:46:44 GMT 2014,2014/01/09 11:47:48 +0000,,,130,100% (36/36),100% (9/9),100% (9/9),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=7,Recorded*269:400*898:981|,,
25CQIHPCGJ2DE4VKOEOH5JPQHXI289,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2C521O3W5XH0VSW9ABBYJPLUN2XBHE,A111JI6APXR6QV,Approved,Thu Jan 09 00:44:08 GMT 2014,Thu Jan 09 00:47:36 GMT 2014,Thu Jan 09 08:47:36 GMT 2014,2014/01/09 08:47:48 +0000,,,208,100% (20/20),100% (15/15),100% (15/15),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=8,Recorded*619:767*786:929|Nice and interesting hits. Thanks.,,
25CQIHPCGJ2DE4VKOEOH5JPQHXI289,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2I3727M0IGFKTG8NQOJVK4VKMQ1EZJ,A2F0NZQ8F9ON8C,Approved,Thu Jan 09 03:32:00 GMT 2014,Thu Jan 09 03:33:20 GMT 2014,Thu Jan 09 11:33:20 GMT 2014,2014/01/09 11:37:45 +0000,,,80,100% (13/13),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=8,Recorded*615:767*175:307|,,
25CQIHPCGJ2DE4VKOEOH5JPQHXI289,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2LFVP3TVOK5URMCIQGHETZF0OO225X,A2QKOPBSTYQOLR,Approved,Thu Jan 09 03:15:52 GMT 2014,Thu Jan 09 03:16:38 GMT 2014,Thu Jan 09 11:16:38 GMT 2014,2014/01/09 11:17:45 +0000,,,46,100% (12/12),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=8,Recorded*0:83*615:767|,,
25CQIHPCGJ2DE4VKOEOH5JPQHXI289,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2SL3HVWAVKI6EQQ7UAY2499SF1AOG3,ADTY9VY7XH5NU,Approved,Thu Jan 09 02:54:22 GMT 2014,Thu Jan 09 02:55:20 GMT 2014,Thu Jan 09 10:55:20 GMT 2014,2014/01/09 10:57:46 +0000,,,58,100% (8/8),100% (8/8),100% (8/8),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=8,Recorded*615:767*768:929*768:929|,,
25CQIHPCGJ2DE4VKOEOH5JPQHXI289,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2UHEIB9BAWLSY0W7X4OUI3MVPNC2Z6,A1LTZ91HPYLFFT,Approved,Thu Jan 09 03:52:43 GMT 2014,Thu Jan 09 03:57:16 GMT 2014,Thu Jan 09 11:57:16 GMT 2014,2014/01/09 11:57:47 +0000,,,273,100% (7/7),100% (7/7),100% (7/7),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=8,Recorded*615:767*486:614|This study is very interesting and the opening link page is very clear and good...,,
25CQIHPCGJ2DE4VKOEOH5JPQHXI289,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2YUL92HECWA696554L60HP5MVLHJIY,A3HPVFAF1U9WXK,Approved,Thu Jan 09 05:53:21 GMT 2014,Thu Jan 09 05:53:40 GMT 2014,Thu Jan 09 13:53:40 GMT 2014,2014/01/09 13:57:49 +0000,,,19,100% (2/2),100% (1/1),100% (1/1),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=8,Recorded*767:928*615:766|,,
29HVXX2Q45UUWTVF8W9W6NS9DVG9RK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,23VHVWAVKI62ZMXJTGTZE9QJ47KPHN,ADTY9VY7XH5NU,Approved,Thu Jan 09 02:57:19 GMT 2014,Thu Jan 09 02:58:29 GMT 2014,Thu Jan 09 10:58:29 GMT 2014,2014/01/09 11:02:46 +0000,,,70,100% (8/8),100% (8/8),100% (8/8),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=9,Recorded*716:813*206:254|,,
29HVXX2Q45UUWTVF8W9W6NS9DVG9RK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2GPBAT2D5NQYZ8MKI9AGATYOL7N37C,A111JI6APXR6QV,Approved,Thu Jan 09 00:27:39 GMT 2014,Thu Jan 09 00:29:18 GMT 2014,Thu Jan 09 08:29:18 GMT 2014,2014/01/09 08:32:45 +0000,,,99,100% (20/20),100% (15/15),100% (15/15),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=9,Recorded*0:107*720:813|Nice and interesting hits. Thanks. Love to work more for you always. Wish you all the best. Happy New Year.,,
29HVXX2Q45UUWTVF8W9W6NS9DVG9RK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2MU6DG67D1X373M1SLFK7JE3K3R9GF,A2F0NZQ8F9ON8C,Approved,Thu Jan 09 03:23:51 GMT 2014,Thu Jan 09 03:25:56 GMT 2014,Thu Jan 09 11:25:56 GMT 2014,2014/01/09 11:27:46 +0000,,,125,100% (13/13),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=9,Recorded*206:254*716:813|,,
29HVXX2Q45UUWTVF8W9W6NS9DVG9RK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2O8DHDM25L8ILQ6DYQ5ZBOE6OS8PFQ,A3PDKI5EE5ZC5B,Approved,Thu Jan 09 03:40:36 GMT 2014,Thu Jan 09 03:42:34 GMT 2014,Thu Jan 09 11:42:34 GMT 2014,2014/01/09 11:42:49 +0000,,,118,100% (36/36),100% (9/9),100% (9/9),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=9,Recorded*436:559*716:813|,,
29HVXX2Q45UUWTVF8W9W6NS9DVG9RK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2RJRLFQ0ONNV3K819X0ELRB94JWSJC,A2QKOPBSTYQOLR,Approved,Thu Jan 09 03:20:34 GMT 2014,Thu Jan 09 03:21:30 GMT 2014,Thu Jan 09 11:21:30 GMT 2014,2014/01/09 11:22:46 +0000,,,56,100% (12/12),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=9,Recorded*107:157*716:813|,,
29HVXX2Q45UUWTVF8W9W6NS9DVG9RK,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2YG2GMMEGOOG2VJ3YR1A7SEKSODAAW,A3UO98FAOU10UR,Approved,Wed Jan 08 20:45:32 GMT 2014,Wed Jan 08 20:45:40 GMT 2014,Wed Jan 08 20:45:40 PST 2014,Wed Jan 08 13:11:36 PST 2014,,,8,100% (1/1),100% (1/1),100% (1/1),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=9,Recorded*38:91*741:976|,,
26ZIT3HVWAVKU994BZT1C2ZAY5WEMA,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,28SLWSBRI8IUN55B1HAHXTLD1H12EY,A2QKOPBSTYQOLR,Approved,Thu Jan 09 03:18:30 GMT 2014,Thu Jan 09 03:19:43 GMT 2014,Thu Jan 09 11:19:43 GMT 2014,2014/01/09 11:22:45 +0000,,,73,100% (12/12),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=10,Recorded*940:1047*1048:1085|,,
26ZIT3HVWAVKU994BZT1C2ZAY5WEMA,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,29R2MIKMN9U81C5K02NW2I3USUKARR,A2F0NZQ8F9ON8C,Approved,Thu Jan 09 03:38:15 GMT 2014,Thu Jan 09 03:39:48 GMT 2014,Thu Jan 09 11:39:48 GMT 2014,2014/01/09 11:42:48 +0000,,,93,100% (13/13),100% (12/12),100% (12/12),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=10,Recorded*715:939*605:664|,,
26ZIT3HVWAVKU994BZT1C2ZAY5WEMA,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2ERMAZHHRRLF23V4F4IH6KHQ79PDMD,A8M5N77K4GJEL,Approved,Wed Jan 08 22:37:10 GMT 2014,Wed Jan 08 22:39:23 GMT 2014,Thu Jan 09 06:39:23 GMT 2014,2014/01/09 06:42:45 +0000,,,133,100% (3/3),100% (3/3),100% (3/3),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=10,Recorded*665:714*715:940|,,
26ZIT3HVWAVKU994BZT1C2ZAY5WEMA,2PG46UXFCD459FLAFMJNYKIN40SVT0,Read a paragraph about global trends and select two sentences.,Read a paragraph about global trends and select two sentences that best summarize the paragraph.,summary* trends* global* research* summarization* highlight,$0.08 ,Wed Jan 08 19:33:29 GMT 2014,6,BatchId:1379176;,3600,28800,Wed Jan 15 19:33:29 GMT 2014,,,2RN8ER9Y8TNKUP69EEBFMS2QKWS6TB,A1LTZ91HPYLFFT,Approved,Thu Jan 09 03:47:12 GMT 2014,Thu Jan 09 03:51:26 GMT 2014,Thu Jan 09 11:51:26 GMT 2014,2014/01/09 11:52:46 +0000,,,254,100% (7/7),100% (7/7),100% (7/7),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/summarize.html?=10,Recorded*268:310*940:1047*940:1047|Its very easy and the opening link is very clear and good...,,
